source_pdf,query,answer
Organic framing guide.pdf,How to harvesting for Rice?,"should be done when head size: 15-20 cm diameter and weight: 1-1.5 kg   Spinach - Fourth week of September All Green, Pusa Jyoti etc. 15 kg Vermicompost @ 0.5-1.0 kg/m 2 at the time of bed preparation  Sowing should be in rows. 15-20 cm row to row, 3-5 cm plant to plant Manual"
Organic framing guide.pdf,How to irrigation for Rice?,"at 7-10 days interval. Three manual weeding at 10 days interval. Leaf should be cut when attains marketable size or at 6-9'' height plant should be uprooted.   Broccoli First week of November  Second week of December Everest, Aishwarya, TSX-0788, etc. 600 - 700 g FYM @ 1.5 -2.0 kg/m 2, neem cake @ 200 g/m2 at the time of bed preparation  Planting should be in small pits. 45 cm row to row, 30 cm plant to plant Manual"
Organic framing guide.pdf,How to irrigation for Rice?,". Three manual weeding at 15 days interval. Harvest before buds open and bud cluster should be compact. Approx. head size: 15-20 cm diameter, weight: 250- 600 g   Coriander - Second week of April Pant Haritma, Super Midori, Khushboo, Rachna 25-30 kg Sowing should be in rows. 15-20 cm row to row, 3-5 cm plant to plant Manual"
Organic framing guide.pdf,How to harvesting for Rice?,"should be done at 6-7'' height and whole plant should be uprooted. 347 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Crop protection Insect pests management zNo major insect pests have been recorded in coriander and spinach. zRed ant, cut worm, semi-looper, cabbage butterfly and Diamond back moth are some important pests of broccoli. zRemove and destroy all the remnants, stubble, debris etc. after the harvest of the preceding crop. zApply well-decomposed FYM..."
Organic framing guide.pdf,How to irrigation for Rice?,". zFollow soil conservation practices as the spores are easily transported through wateror wind. zClean tools and farm implements used on infected plants. zApply dolomite @ 2 t/ha to reduce the soil acidity and increase pH to 7.2 (6 weeks beforeplanting @ 2.5 t/ha). zTreat the seeds with Trichoderma viride @ 4 g/kg of seeds. Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram 348zDrench with copper oxycholoride @ 0.25 per cent. z"
Organic framing guide.pdf,How to seed treatment for Rice?,"with Pseudomonas fluorescens @ 10 g/kg and foliar spray of Pseudomonas fluorescens @ 2 g/litre. zSpray neem seed kernel extract @ 5 per cent. 349 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram 6. Coriander - radish - fenugreek - cauliflower - pakchoi Crop Nursery sowing Sowing/ transplanting time Varieties Seed rate/ ha Nutrient management Method of planting Spacing (cm) Water management Intercultural operation"
Organic framing guide.pdf,How to harvesting for Rice?,"Coriander - First week of June Pant Haritma, Super Midori, Khushboo, Rachna 25 - 30 kg Vermicompost @ 0.5-1.0 kg/m 2 and dolomite @ 200 g/m2 at the time of bed preparation Sowing should be in rows. 15-20 cm row to row, 3-5 cm plant to plant Manual"
Organic framing guide.pdf,How to harvesting for Rice?,"should be done at 6-7'' height and whole plant should be uprooted.   Radish - Second week of July Pusa Chetki, Chinese Pink etc. 8-10 kg FYM @ 1.5 -2.0 kg/m 2 at the time of bed preparation  Sowing should be in rows. 20 cm row to row, 5 cm plant to plant Manual"
Organic framing guide.pdf,How to irrigation for Rice?,may be given before
Organic framing guide.pdf,How to harvesting for Rice?,"of roots.  Fenugreek - Fourth week of September Local, Pusa Kasuri, Prabha, Sag Kalmi etc. 30 -35 kg Sowing should be in rows. 15-20 cm row to row, 3-5 cm plant to plant Manual"
Organic framing guide.pdf,How to harvesting for Rice?,"should be done at 6-7'' height and whole plant should be uprooted.  Cauliflower First week of November  First week of December Suhasini, Snow Ball, Sumedha, Shalakha, Pusa Katki etc. 400 -500 g FYM @ 1.5 -2.0 kg/m 2, neem cake @ 200 g/m2 at the time of bed preparation.  Planting should be in small pits. 45 cm row to row, 30 cm plant to plant Manual"
Organic framing guide.pdf,How to irrigation for Rice?,". Three manual weeding at 15 days interval. Harvest curd at compact stage. Approx. head size: 15-20 cm diameter, weight: 500 g to 1.0 kg  Pakchoi First week of March First week of April Shuko 400 - 500 g Vermicompost @ 0.5-1.0 kg/m 2 at the time of bed preparation. Planting should be in small pits. 30 cm row to row, 30 cm plant to plant Manual"
Organic framing guide.pdf,How to harvesting for Rice?,"should be done at 6-8'' height and whole plant should be uprooted. Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram 350Crop protection Insect pests management zNo major insect pests have been recorded in coriander and spinach. zRed ant, cut worm, semi-looper, cabbage butterfly and Diamond back moth are some important pests of broccoli. zRemove and destroy all the remnants, stubble, debris etc. after the harvest of the preceding crop. zApply well-decomposed FYM..."
Organic framing guide.pdf,How to seed treatment for Rice?,"with Pseudomonas fluorescens @ 10 g/kg and foliar spray of Pseudomonas fluorescens @ 2 g/litre. 351 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zSpray neem seed kernel extract @ 5 per cent. Radish: Major diseases have not been found under Sikkim conditions. Fenugreek Powdery mildew ( Erysiphe polygoni and Leveillula taurica ) zDust sulphur @ 25 kg/ha or spray wettable sulphur @ 0.25 per cent. Cauliflower and PakchoiClub root ( Plasmodiophora brassicae ) zCrop rotation with non-host crops like pulses for minimum of four years..."
Organic framing guide.pdf,How to irrigation for Rice?,". zFollow soil conservation practices as the spores are easily transported through wateror wind. zClean tools and farm implements used on infected plants. zApply dolomite @ 2 t/ha to reduce the soil acidity and increase pH to 7.2 (6 weeks beforeplanting @ 2.5 t/ha). zTreat the seeds with Trichoderma viride @ 4 g/kg of seeds. zDrench with copper oxychloride @ 0.25 per cent. Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram 352z"
Organic framing guide.pdf,How to harvesting for Rice?,"Tomato First week of March First week of April Pusa Ruby, Punjab Chuhara, Romeo, Jessica, Epoch , Lakshman, Megha Tomato-2, Megha Tomato-3, etc. 400 - 500 g FYM @ 4-5 kg/m2, neem cake @ 200 g/m2 and dolomite @ 200 g/m2 at the time of bed preparation. Seedling root dip with Azospirillum + PSB (20 %) for 15 minutes. Apply vermicompost @ 0.5-1.0 kg/m 2 after two months of transplanting. Planting should be in small pits. 75 cm row to row, 60 cm plant to plant. Manual"
Organic framing guide.pdf,How to irrigation for Rice?,at 3-5 days interval for initial establishment of seedlings and then at 10-15 days interval or by drip
Organic framing guide.pdf,How to irrigation for Rice?,". Three manual weeding at 10 days interval. Basin of plant should always be cleaned for better nutrient use. Staking of plants should be done with bamboo sticks. Tomatoes are harvested at mature green stage at four days interval for distant market and pink to light red stage for local market.   Tomato Last week of June Last week of July Pusa Ruby, Punjab Chuhara, Romeo, Jessica, Epoch , Lakshman, Megha Tomato-2, Megha Tomato-3,  etc.400 - 500 g FYM @ 4-5 k g/m2, neem cake @ 200 g/m2 at the time of bed preparation. Seedling root dip with Azospirillum + PSB (20 %) for 15 minutes..."
Organic framing guide.pdf,How to irrigation for Rice?,". Three manual weeding at 10 days interval. Basin of plant should always be cleaned for better nutrient use. Staking of plants should be done with bamboo sticks. Tomatoes are harvested at mature green stage at four days interval for distant market and pink to light red stage for local market.   Pea - Third week of  November TSX-10, Pant Sabzi Matar-3 Pusa Pragati, VRP-5, VRP- 6, Dentame etc.   100 - 125 kg FYM @ 1.5-2.0 kg/m2 at the time of bed preparation.  Sowing should be done in rows either on ridges, furrows or flat land..."
Organic framing guide.pdf,How to seed treatment for Rice?,"with Trichoderma viride @ 4 g/kg seeds. zProvide sufficient drainage to avoid water stagnation. zCrop rotation with non-solanaceous crops. Early blight ( Alternaria solani ) zUse clean seed for healthy plants. zRemove and burn crop residues at the end of the season. zDeep ploughing to expose the disease inoculum to the sun. zCrop rotation with non-susceptible crops at least for three years. zAir circulation should be improved by adopting proper spacing in the field. zOrientation of rows in the direction of prevailing winds, avoid shaded areas, and also avoid wind barriers. z"
Organic framing guide.pdf,How to irrigation for Rice?,"should be given early in the day to promote rapid drying of foliage. zHealthy plants with adequate nutrition are less susceptible to the disease. zMinimize plant injury and the spread of spores by controlling feeding by insects. 355 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zWhen the foliage is wet working in the field should be avoided. zUse resistant varieties like Arka Rakshak, Arka Samrat. zSpray copper oxychloride @ 0.25 per cent or Bordeaux mixture @ 0.1 per cent at 10 to 15 days interval..."
Organic framing guide.pdf,How to harvesting for Rice?,"Bitter     gourd/ Sponge gourd/ Bottle gourd First week of March Transplanting first week of April or direct sown in April.  Bitter gourd:  Pusa Vishesh, Arka Harit, Sapan etc. Sponge gourd: Pusa Chikni, Pusa Nasdar, Aneeta etc. Bottle gourd: Pusa Summer Prolific Long, Pusa Naveen, Pusa Meghdut, Pusa Summer Prolific Round etc. 4-5 kg for all the crops Vermicompost @ 0.5-1.0 kg/m 2 and dolomite @ 200 g/m2 at the time of bed preparation. Planting / sowing should be in small pits. Bitter gourd: 150 cm x 100 cm   Sponge gourd: 150 cm x 100 cm  Bottle gourd: 200 cm x 150 cm Manual"
Organic framing guide.pdf,How to irrigation for Rice?,"at 3-5 days interval for initial establishment of seedlings or soil is kept moist till germination for direct sowing. Later, irrigate  at 10-15 days interval or by drip"
Organic framing guide.pdf,How to irrigation for Rice?,". Three manual weeding at 10 days interval. Basin of plant should always be cleaned for better nutrient use. Staking should be done with bamboo sticks and light pruning should be carried out to remove excessive growth. Tender green, medium sized fruits should be harvested at intervals of 3 to 4 days. Fruits should be removed carefully from the vine without uprooting or injuring them.    Tomato Last week of June Last week of July Pusa Ruby, Punjab Chuhara, Romeo, Jessica, Epoch,  Lakshman, Megha Tomato-2, Megha Tomato- 3,  etc..."
Organic framing guide.pdf,How to irrigation for Rice?,at 3-5 days interval for initial establishment of seedlings and then at 10- 15 days interval or by drip
Organic framing guide.pdf,How to irrigation for Rice?,". Three manual weeding at 10 days interval. Basin of plant should always be cleaned for better nutrient use. Staking of plants should be done with bamboo sticks. Tomatoes are harvested at mature green stage at four days interval for distant market and pink to light red stage for local market.   Pea - Third week of  November TSX-10, Pant Sabzi Matar-3 Pusa Pragati, VRP-5, VRP-6, Dentame etc. 100 - 125 kg FYM @ 1.5 -2.0 kg/m 2 at the time of bed preparation.  Sowing should be done in rows either on ridges, furrows or flat land..."
Organic framing guide.pdf,How to harvesting for Rice?,"of mature green pods with pedicel and minimum disturbance to the plants.  359 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Crop protection Insect pests management zFruit fly is the major problem in cucurbits like bottle gourd, sponge gourd, bitter gourd etc. zCollect fallen infested fruits and destroy the maggots that remain inside fruits for management of fruit fly. zInstall methyl eugenol based para-pheromone traps @ 16-20 traps/ha. zWhite fly, aphids and fruit borer cause economic damage in tomato..."
Organic framing guide.pdf,How to irrigation for Rice?,"should be avoided. zPreventive spraying with copper oxychloride @ 0.25 per cent. zPlanting early may help to avoid conditions conducive to the disease later in the season. zUse of bed system with wide spacing with good drainage and air movement and exposure to sun helps to check disease development. zBottle gourd variety, N. Shishir (NDBG-202) is resistant to Downy mildew. zBitter gourd variety, Phule Green Gold tolerant to Downy mildew. Choanephora wet rot ( Choanephora cucurbitarum ) zPlant on raised beds. zFruit injury should be prevented..."
Organic framing guide.pdf,How to irrigation for Rice?,". zSpray copper oxychloride @ 0.25 per cent. zBottle gourd variety, N. Shishir (NDBG-202) is resistant to anthracnose. 361 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to seed treatment for Tomato?,"with Trichoderma viride @ 4 g/kg seeds. zProvide sufficient drainage to avoid water stagnation. zCrop rotation with non-solanaceous crops. Early blight ( Alternaria solani ) zUse clean seed for healthy plants. zRemove and burn crop residues at the end of the season. zDeep ploughing to expose the disease inoculum to the sun. zCrop rotation with non-susceptible crops at least for three years. zAir circulation should be improved by adopting proper spacing in the field. zOrientation of rows in the direction of prevailing winds, avoid shaded areas, and also avoid wind barriers. z"
